0,970000028610229;3,40282346638529E+38;3,40282346638529E+38|0,100000001490116
0,964114010334015;-1,5;19,3600006103516|0,100000001490116
0,95234203338623;-1,5;19,3199996948242|0,100000001490116
0,934684038162231;-1,5;19,3199996948242|0,100000001490116
0,911140024662018;-1,5;19,3199996948242|0,100000001490116
0,881710052490234;-1,5;19,3199996948242|0,100000001490116
0,846394062042236;-1,5;19,3199996948242|0,100000001490116
0,805192053318024;-1,5;19,3199996948242|0,100000001490116
0,758104085922241;-1,5;19,3199996948242|0,100000001490116
0,705130100250244;-1,5;19,0258331298828|0,100000001490116
0,646270096302032;-1,5;19,0258331298828|0,100000001490116
0,581524074077606;-1,5;18,9273376464844|0,100000001490116
0,51089209318161;-1,5;18,8872413635254|0,100000001490116
0,434374094009399;-1,5;18,8456707000732|0,100000001490116
0,351970076560974;-1,5;18,8079566955566|0,100000001490116
0,263680070638657;-1,5;18,7687301635742|0,100000001490116
0,169504076242447;-1,5;18,7319641113281|0,100000001490116
0,0694420710206032;-1,5;18,7182350158691|0,100000001490116
-0,0365059375762939;-1,5;18,6482009887695|0,100000001490116
-0,148339956998825;-1,5;18,6103248596191|0,100000001490116
-0,266059964895248;-1,5;18,5608158111572|0,100000001490116
-0,389665961265564;-1,5;18,5244026184082|0,100000001490116
-0,519158005714417;-1,5;18,500431060791|0,100000001490116
-0,654536008834839;-1,5;18,4506301879883|0,100000001490116
-0,540422022342682;-1,5;18,4136047363281|0,100000001490116
-0,432194024324417;-1,5;18,4136047363281|0,100000001490116
-0,329852044582367;-1,5;18,3306732177734|0,100000001490116
-0,233396053314209;-1,5;18,2819881439209|0,100000001490116
-0,142826065421104;-1,5;18,2465152740479|0,100000001490116
-0,0581420734524727;-1,5;18,2082786560059|0,100000001490116
0,0206559151411057;-1,5;18,1696929931641|0,100000001490116
0,0935679003596306;-1,5;18,1316986083984|0,100000001490116
0,160593882203102;-1,5;18,105598449707|0,100000001490116
0,221733868122101;-1,5;18,105598449707|0,100000001490116
0,276987850666046;-1,5;18,0019855499268|0,100000001490116
0,326355814933777;-1,5;17,9624042510986|0,100000001490116
0,369837790727615;-1,5;17,9251365661621|0,100000001490116
0,407433778047562;-1,5;17,8894882202148|0,100000001490116
0,439143747091293;-1,5;17,8493690490723|0,100000001490116
0,464967727661133;-1,5;17,8121662139893|0,100000001490116
0,48490571975708;-1,5;17,7991905212402|0,100000001490116
0,498957693576813;-1,5;17,7275123596191|0,100000001490116
0,507123649120331;-1,5;17,6901149749756|0,100000001490116
0,509403645992279;-1,5;17,6522560119629|0,100000001490116
0,505797624588013;-1,5;17,6020126342773|0,100000001490116
0,496305614709854;-1,5;17,5661430358887|0,100000001490116
0,480927586555481;-1,5;17,5301246643066|0,100000001490116
0,459663569927216;-1,5;17,494514465332|0,100000001490116
0,432513564825058;-1,5;17,494514465332|0,100000001490116
0,399477541446686;-1,5;17,4088973999023|0,100000001490116
0,360555529594421;-1,5;17,3606491088867|0,100000001490116
0,315747529268265;-1,5;17,3235816955566|0,100000001490116
0,265053510665894;-1,5;17,2865943908691|0,100000001490116
0,20847350358963;-1,5;17,2505950927734|0,100000001490116
0,146007493138313;-1,5;17,2015209197998|0,100000001490116
0,0776554793119431;-1,5;17,1887073516846|0,100000001490116
0,00341746211051941;-1,5;17,1214771270752|0,100000001490116
-0,076706551015377;-1,5;17,0871067047119|0,100000001490116
-0,162716567516327;-1,5;17,0508728027344|0,100000001490116
-0,254612594842911;-1,5;17,0026512145996|0,100000001490116
-0,352394610643387;-1,5;16,9667663574219|0,100000001490116
-0,456062614917755;-1,5;16,9287014007568|0,100000001490116
